Emotion,Emotion_Level,Gender,Race,Ethnicity,Manipulation,Detection Score,Original Score
SAD,XX.wav,Female,Caucasian,Not Hispanic,Time-Scale Modification,0.4977801442146301,1.0
SAD,XX.wav,Female,Caucasian,Not Hispanic,Pitch Shifting,0.0,1.0
SAD,XX.wav,Female,Caucasian,Not Hispanic,Dynamic Range Compression,1.0,1.0
SAD,XX.wav,Female,Caucasian,Not Hispanic,Clipping,1.0,1.0
ANG,XX.wav,Female,Caucasian,Not Hispanic,Lossy Compression,0.9796002507209778,1.0
ANG,XX.wav,Female,Caucasian,Not Hispanic,Lossless Compression,0.983582615852356,1.0
ANG,XX.wav,Female,Caucasian,Not Hispanic,White Noise Addition,0.3840547800064087,1.0
ANG,XX.wav,Female,Caucasian,Not Hispanic,Gaussian Noise Addition,1.0,1.0
ANG,XX.wav,Female,Caucasian,Not Hispanic,Low-pass Filter,0.44802457094192505,1.0
ANG,XX.wav,Female,Caucasian,Not Hispanic,High-pass Filter,0.0026759011670947075,1.0
ANG,XX.wav,Female,Caucasian,Not Hispanic,Band-pass Filter,1.0,1.0
ANG,XX.wav,Female,Caucasian,Not Hispanic,Downsampling,0.0,1.0
ANG,XX.wav,Female,Caucasian,Not Hispanic,Upsampling,0.0,1.0
ANG,XX.wav,Female,Caucasian,Not Hispanic,Equalization,0.8789076209068298,1.0
ANG,XX.wav,Female,Caucasian,Not Hispanic,Reverberation,0.9724225401878357,1.0
ANG,XX.wav,Female,Caucasian,Not Hispanic,Time-Scale Modification,0.2791537940502167,1.0
ANG,XX.wav,Female,Caucasian,Not Hispanic,Pitch Shifting,0.0,1.0
ANG,XX.wav,Female,Caucasian,Not Hispanic,Dynamic Range Compression,1.0,1.0
ANG,XX.wav,Female,Caucasian,Not Hispanic,Clipping,1.0,1.0
DIS,XX.wav,Female,Caucasian,Not Hispanic,Lossy Compression,0.9752506613731384,1.0
DIS,XX.wav,Female,Caucasian,Not Hispanic,Lossless Compression,0.9808700084686279,1.0
DIS,XX.wav,Female,Caucasian,Not Hispanic,White Noise Addition,0.0,1.0
DIS,XX.wav,Female,Caucasian,Not Hispanic,Gaussian Noise Addition,1.0,1.0
DIS,XX.wav,Female,Caucasian,Not Hispanic,Low-pass Filter,0.4411183297634125,1.0
DIS,XX.wav,Female,Caucasian,Not Hispanic,High-pass Filter,0.0001214055300806649,1.0
DIS,XX.wav,Female,Caucasian,Not Hispanic,Band-pass Filter,1.0,1.0
DIS,XX.wav,Female,Caucasian,Not Hispanic,Downsampling,0.0,1.0
DIS,XX.wav,Female,Caucasian,Not Hispanic,Upsampling,0.0,1.0
DIS,XX.wav,Female,Caucasian,Not Hispanic,Equalization,0.9786673188209534,1.0
DIS,XX.wav,Female,Caucasian,Not Hispanic,Reverberation,1.0,1.0
DIS,XX.wav,Female,Caucasian,Not Hispanic,Time-Scale Modification,0.22859595715999603,1.0
DIS,XX.wav,Female,Caucasian,Not Hispanic,Pitch Shifting,0.0,1.0
DIS,XX.wav,Female,Caucasian,Not Hispanic,Dynamic Range Compression,1.0,1.0
DIS,XX.wav,Female,Caucasian,Not Hispanic,Clipping,1.0,1.0
FEA,XX.wav,Female,Caucasian,Not Hispanic,Lossy Compression,0.9839721918106079,1.0
FEA,XX.wav,Female,Caucasian,Not Hispanic,Lossless Compression,0.9828715324401855,1.0
FEA,XX.wav,Female,Caucasian,Not Hispanic,White Noise Addition,0.19273921847343445,1.0
FEA,XX.wav,Female,Caucasian,Not Hispanic,Gaussian Noise Addition,1.0,1.0
FEA,XX.wav,Female,Caucasian,Not Hispanic,Low-pass Filter,0.5785266160964966,1.0
FEA,XX.wav,Female,Caucasian,Not Hispanic,High-pass Filter,0.007338032592087984,1.0
FEA,XX.wav,Female,Caucasian,Not Hispanic,Band-pass Filter,1.0,1.0
FEA,XX.wav,Female,Caucasian,Not Hispanic,Downsampling,0.0,1.0
FEA,XX.wav,Female,Caucasian,Not Hispanic,Upsampling,0.0,1.0
FEA,XX.wav,Female,Caucasian,Not Hispanic,Equalization,0.9510282874107361,1.0
FEA,XX.wav,Female,Caucasian,Not Hispanic,Reverberation,1.0,1.0
FEA,XX.wav,Female,Caucasian,Not Hispanic,Time-Scale Modification,0.20957043766975403,1.0
FEA,XX.wav,Female,Caucasian,Not Hispanic,Pitch Shifting,0.0,1.0
FEA,XX.wav,Female,Caucasian,Not Hispanic,Dynamic Range Compression,1.0,1.0
FEA,XX.wav,Female,Caucasian,Not Hispanic,Clipping,1.0,1.0
HAP,XX.wav,Female,Caucasian,Not Hispanic,Lossy Compression,0.9793953895568848,1.0
HAP,XX.wav,Female,Caucasian,Not Hispanic,Lossless Compression,0.9737203121185303,1.0
HAP,XX.wav,Female,Caucasian,Not Hispanic,White Noise Addition,0.22034496068954468,1.0
HAP,XX.wav,Female,Caucasian,Not Hispanic,Gaussian Noise Addition,1.0,1.0
HAP,XX.wav,Female,Caucasian,Not Hispanic,Low-pass Filter,0.41693249344825745,1.0
HAP,XX.wav,Female,Caucasian,Not Hispanic,High-pass Filter,0.0,1.0
HAP,XX.wav,Female,Caucasian,Not Hispanic,Band-pass Filter,1.0,1.0
HAP,XX.wav,Female,Caucasian,Not Hispanic,Downsampling,0.0,1.0
HAP,XX.wav,Female,Caucasian,Not Hispanic,Upsampling,0.0,1.0
HAP,XX.wav,Female,Caucasian,Not Hispanic,Equalization,0.9303412437438965,1.0
HAP,XX.wav,Female,Caucasian,Not Hispanic,Reverberation,1.0,1.0
HAP,XX.wav,Female,Caucasian,Not Hispanic,Time-Scale Modification,0.3474281430244446,1.0
HAP,XX.wav,Female,Caucasian,Not Hispanic,Pitch Shifting,0.0,1.0
HAP,XX.wav,Female,Caucasian,Not Hispanic,Dynamic Range Compression,1.0,1.0
HAP,XX.wav,Female,Caucasian,Not Hispanic,Clipping,1.0,1.0
NEU,XX.wav,Female,Caucasian,Not Hispanic,Lossy Compression,0.9761948585510254,1.0
NEU,XX.wav,Female,Caucasian,Not Hispanic,Lossless Compression,0.9860515594482422,1.0
NEU,XX.wav,Female,Caucasian,Not Hispanic,White Noise Addition,0.0,1.0
NEU,XX.wav,Female,Caucasian,Not Hispanic,Gaussian Noise Addition,1.0,1.0
NEU,XX.wav,Female,Caucasian,Not Hispanic,Low-pass Filter,0.6396668553352356,1.0
NEU,XX.wav,Female,Caucasian,Not Hispanic,High-pass Filter,0.0,1.0
NEU,XX.wav,Female,Caucasian,Not Hispanic,Band-pass Filter,1.0,1.0
NEU,XX.wav,Female,Caucasian,Not Hispanic,Downsampling,0.0,1.0
NEU,XX.wav,Female,Caucasian,Not Hispanic,Upsampling,0.0,1.0
NEU,XX.wav,Female,Caucasian,Not Hispanic,Equalization,0.9572816491127014,1.0
NEU,XX.wav,Female,Caucasian,Not Hispanic,Reverberation,1.0,1.0
NEU,XX.wav,Female,Caucasian,Not Hispanic,Time-Scale Modification,0.18385662138462067,1.0
NEU,XX.wav,Female,Caucasian,Not Hispanic,Pitch Shifting,0.0,1.0
NEU,XX.wav,Female,Caucasian,Not Hispanic,Dynamic Range Compression,1.0,1.0
NEU,XX.wav,Female,Caucasian,Not Hispanic,Clipping,1.0,1.0
SAD,XX.wav,Female,Caucasian,Not Hispanic,Lossy Compression,0.9750809669494629,0.9999999403953552
SAD,XX.wav,Female,Caucasian,Not Hispanic,Lossless Compression,0.9680304527282715,0.9999999403953552
SAD,XX.wav,Female,Caucasian,Not Hispanic,White Noise Addition,0.006587531883269548,0.9999999403953552
SAD,XX.wav,Female,Caucasian,Not Hispanic,Gaussian Noise Addition,0.9999999403953552,0.9999999403953552
SAD,XX.wav,Female,Caucasian,Not Hispanic,Low-pass Filter,0.301006019115448,0.9999999403953552
SAD,XX.wav,Female,Caucasian,Not Hispanic,High-pass Filter,0.0,0.9999999403953552
SAD,XX.wav,Female,Caucasian,Not Hispanic,Band-pass Filter,0.9999999403953552,0.9999999403953552
SAD,XX.wav,Female,Caucasian,Not Hispanic,Downsampling,0.0,0.9999999403953552
SAD,XX.wav,Female,Caucasian,Not Hispanic,Upsampling,0.0,0.9999999403953552
SAD,XX.wav,Female,Caucasian,Not Hispanic,Equalization,0.9319568872451782,0.9999999403953552
SAD,XX.wav,Female,Caucasian,Not Hispanic,Reverberation,0.9999999403953552,0.9999999403953552
SAD,XX.wav,Female,Caucasian,Not Hispanic,Time-Scale Modification,0.1492612659931183,0.9999999403953552
SAD,XX.wav,Female,Caucasian,Not Hispanic,Pitch Shifting,0.0,0.9999999403953552
SAD,XX.wav,Female,Caucasian,Not Hispanic,Dynamic Range Compression,0.9999999403953552,0.9999999403953552
SAD,XX.wav,Female,Caucasian,Not Hispanic,Clipping,0.9999999403953552,0.9999999403953552
ANG,XX.wav,Female,Caucasian,Not Hispanic,Lossy Compression,0.9735466241836548,1.0
ANG,XX.wav,Female,Caucasian,Not Hispanic,Lossless Compression,0.9690405130386353,1.0
ANG,XX.wav,Female,Caucasian,Not Hispanic,White Noise Addition,0.48121577501296997,1.0
ANG,XX.wav,Female,Caucasian,Not Hispanic,Gaussian Noise Addition,1.0,1.0
ANG,XX.wav,Female,Caucasian,Not Hispanic,Low-pass Filter,0.5753136873245239,1.0
ANG,XX.wav,Female,Caucasian,Not Hispanic,High-pass Filter,0.0,1.0
ANG,XX.wav,Female,Caucasian,Not Hispanic,Band-pass Filter,1.0,1.0
ANG,XX.wav,Female,Caucasian,Not Hispanic,Downsampling,0.0,1.0
ANG,XX.wav,Female,Caucasian,Not Hispanic,Upsampling,0.00035341933835297823,1.0
ANG,XX.wav,Female,Caucasian,Not Hispanic,Equalization,0.9558932781219482,1.0
ANG,XX.wav,Female,Caucasian,Not Hispanic,Reverberation,1.0,1.0
ANG,XX.wav,Female,Caucasian,Not Hispanic,Time-Scale Modification,0.1883266568183899,1.0
ANG,XX.wav,Female,Caucasian,Not Hispanic,Pitch Shifting,0.0,1.0
ANG,XX.wav,Female,Caucasian,Not Hispanic,Dynamic Range Compression,0.9876833558082581,1.0
ANG,XX.wav,Female,Caucasian,Not Hispanic,Clipping,1.0,1.0
DIS,XX.wav,Female,Caucasian,Not Hispanic,Lossy Compression,0.9805842638015747,1.0
DIS,XX.wav,Female,Caucasian,Not Hispanic,Lossless Compression,0.9782788753509521,1.0
DIS,XX.wav,Female,Caucasian,Not Hispanic,White Noise Addition,0.029789991676807404,1.0
DIS,XX.wav,Female,Caucasian,Not Hispanic,Gaussian Noise Addition,1.0,1.0
DIS,XX.wav,Female,Caucasian,Not Hispanic,Low-pass Filter,0.7303050756454468,1.0
DIS,XX.wav,Female,Caucasian,Not Hispanic,High-pass Filter,0.0,1.0
DIS,XX.wav,Female,Caucasian,Not Hispanic,Band-pass Filter,1.0,1.0
DIS,XX.wav,Female,Caucasian,Not Hispanic,Downsampling,0.0,1.0
DIS,XX.wav,Female,Caucasian,Not Hispanic,Upsampling,0.0,1.0
DIS,XX.wav,Female,Caucasian,Not Hispanic,Equalization,1.0,1.0
DIS,XX.wav,Female,Caucasian,Not Hispanic,Reverberation,1.0,1.0
DIS,XX.wav,Female,Caucasian,Not Hispanic,Time-Scale Modification,0.412616491317749,1.0
DIS,XX.wav,Female,Caucasian,Not Hispanic,Pitch Shifting,0.0,1.0
DIS,XX.wav,Female,Caucasian,Not Hispanic,Dynamic Range Compression,1.0,1.0
DIS,XX.wav,Female,Caucasian,Not Hispanic,Clipping,1.0,1.0
FEA,XX.wav,Female,Caucasian,Not Hispanic,Lossy Compression,0.9584129452705383,1.0
FEA,XX.wav,Female,Caucasian,Not Hispanic,Lossless Compression,0.9678164124488831,1.0
FEA,XX.wav,Female,Caucasian,Not Hispanic,White Noise Addition,0.0,1.0
FEA,XX.wav,Female,Caucasian,Not Hispanic,Gaussian Noise Addition,1.0,1.0
FEA,XX.wav,Female,Caucasian,Not Hispanic,Low-pass Filter,0.21340321004390717,1.0
FEA,XX.wav,Female,Caucasian,Not Hispanic,High-pass Filter,0.0012676669284701347,1.0
FEA,XX.wav,Female,Caucasian,Not Hispanic,Band-pass Filter,1.0,1.0
FEA,XX.wav,Female,Caucasian,Not Hispanic,Downsampling,0.0,1.0
FEA,XX.wav,Female,Caucasian,Not Hispanic,Upsampling,0.0,1.0
FEA,XX.wav,Female,Caucasian,Not Hispanic,Equalization,0.9745898842811584,1.0
FEA,XX.wav,Female,Caucasian,Not Hispanic,Reverberation,1.0,1.0
FEA,XX.wav,Female,Caucasian,Not Hispanic,Time-Scale Modification,0.26360154151916504,1.0
FEA,XX.wav,Female,Caucasian,Not Hispanic,Pitch Shifting,0.0,1.0
FEA,XX.wav,Female,Caucasian,Not Hispanic,Dynamic Range Compression,1.0,1.0
FEA,XX.wav,Female,Caucasian,Not Hispanic,Clipping,1.0,1.0
HAP,XX.wav,Female,Caucasian,Not Hispanic,Lossy Compression,0.9614270329475403,0.9999999403953552
HAP,XX.wav,Female,Caucasian,Not Hispanic,Lossless Compression,0.9689452648162842,0.9999999403953552
HAP,XX.wav,Female,Caucasian,Not Hispanic,White Noise Addition,0.23838159441947937,0.9999999403953552
HAP,XX.wav,Female,Caucasian,Not Hispanic,Gaussian Noise Addition,0.9999999403953552,0.9999999403953552
HAP,XX.wav,Female,Caucasian,Not Hispanic,Low-pass Filter,0.7137251496315002,0.9999999403953552
HAP,XX.wav,Female,Caucasian,Not Hispanic,High-pass Filter,0.0,0.9999999403953552
HAP,XX.wav,Female,Caucasian,Not Hispanic,Band-pass Filter,0.9999999403953552,0.9999999403953552
HAP,XX.wav,Female,Caucasian,Not Hispanic,Downsampling,0.0,0.9999999403953552
HAP,XX.wav,Female,Caucasian,Not Hispanic,Upsampling,0.0,0.9999999403953552
HAP,XX.wav,Female,Caucasian,Not Hispanic,Equalization,0.9999999403953552,0.9999999403953552
HAP,XX.wav,Female,Caucasian,Not Hispanic,Reverberation,0.9999999403953552,0.9999999403953552
HAP,XX.wav,Female,Caucasian,Not Hispanic,Time-Scale Modification,0.5932093262672424,0.9999999403953552
HAP,XX.wav,Female,Caucasian,Not Hispanic,Pitch Shifting,0.0,0.9999999403953552
HAP,XX.wav,Female,Caucasian,Not Hispanic,Dynamic Range Compression,0.9999999403953552,0.9999999403953552
HAP,XX.wav,Female,Caucasian,Not Hispanic,Clipping,0.9999999403953552,0.9999999403953552
NEU,XX.wav,Female,Caucasian,Not Hispanic,Lossy Compression,0.9835055470466614,1.0
NEU,XX.wav,Female,Caucasian,Not Hispanic,Lossless Compression,0.9817779064178467,1.0
NEU,XX.wav,Female,Caucasian,Not Hispanic,White Noise Addition,0.31310468912124634,1.0
NEU,XX.wav,Female,Caucasian,Not Hispanic,Gaussian Noise Addition,1.0,1.0
NEU,XX.wav,Female,Caucasian,Not Hispanic,Low-pass Filter,0.7394340634346008,1.0
NEU,XX.wav,Female,Caucasian,Not Hispanic,High-pass Filter,0.0,1.0
NEU,XX.wav,Female,Caucasian,Not Hispanic,Band-pass Filter,1.0,1.0
NEU,XX.wav,Female,Caucasian,Not Hispanic,Downsampling,0.0,1.0
NEU,XX.wav,Female,Caucasian,Not Hispanic,Upsampling,0.0,1.0
NEU,XX.wav,Female,Caucasian,Not Hispanic,Equalization,0.9406234622001648,1.0
NEU,XX.wav,Female,Caucasian,Not Hispanic,Reverberation,1.0,1.0
NEU,XX.wav,Female,Caucasian,Not Hispanic,Time-Scale Modification,0.24807004630565643,1.0
NEU,XX.wav,Female,Caucasian,Not Hispanic,Pitch Shifting,0.0,1.0
NEU,XX.wav,Female,Caucasian,Not Hispanic,Dynamic Range Compression,1.0,1.0
NEU,XX.wav,Female,Caucasian,Not Hispanic,Clipping,1.0,1.0
SAD,XX.wav,Female,Caucasian,Not Hispanic,Lossy Compression,0.9758716821670532,1.0
SAD,XX.wav,Female,Caucasian,Not Hispanic,Lossless Compression,0.9749258160591125,1.0
SAD,XX.wav,Female,Caucasian,Not Hispanic,White Noise Addition,0.04126483574509621,1.0
SAD,XX.wav,Female,Caucasian,Not Hispanic,Gaussian Noise Addition,1.0,1.0
SAD,XX.wav,Female,Caucasian,Not Hispanic,Low-pass Filter,0.41975149512290955,1.0
SAD,XX.wav,Female,Caucasian,Not Hispanic,High-pass Filter,0.0011683976044878364,1.0
SAD,XX.wav,Female,Caucasian,Not Hispanic,Band-pass Filter,1.0,1.0
SAD,XX.wav,Female,Caucasian,Not Hispanic,Downsampling,0.0,1.0
SAD,XX.wav,Female,Caucasian,Not Hispanic,Upsampling,0.0,1.0
SAD,XX.wav,Female,Caucasian,Not Hispanic,Equalization,0.9576965570449829,1.0
SAD,XX.wav,Female,Caucasian,Not Hispanic,Reverberation,1.0,1.0
SAD,XX.wav,Female,Caucasian,Not Hispanic,Time-Scale Modification,0.17025063931941986,1.0
SAD,XX.wav,Female,Caucasian,Not Hispanic,Pitch Shifting,0.0,1.0
SAD,XX.wav,Female,Caucasian,Not Hispanic,Dynamic Range Compression,1.0,1.0
SAD,XX.wav,Female,Caucasian,Not Hispanic,Clipping,1.0,1.0
ANG,XX.wav,Female,Caucasian,Not Hispanic,Lossy Compression,0.9525613188743591,1.0
ANG,XX.wav,Female,Caucasian,Not Hispanic,Lossless Compression,0.9549841284751892,1.0
ANG,XX.wav,Female,Caucasian,Not Hispanic,White Noise Addition,0.3508632779121399,1.0
ANG,XX.wav,Female,Caucasian,Not Hispanic,Gaussian Noise Addition,1.0,1.0
ANG,XX.wav,Female,Caucasian,Not Hispanic,Low-pass Filter,0.09962131083011627,1.0
ANG,XX.wav,Female,Caucasian,Not Hispanic,High-pass Filter,0.0,1.0
ANG,XX.wav,Female,Caucasian,Not Hispanic,Band-pass Filter,1.0,1.0
ANG,XX.wav,Female,Caucasian,Not Hispanic,Downsampling,0.0,1.0
ANG,XX.wav,Female,Caucasian,Not Hispanic,Upsampling,0.012592637911438942,1.0
ANG,XX.wav,Female,Caucasian,Not Hispanic,Equalization,0.933076798915863,1.0
ANG,XX.wav,Female,Caucasian,Not Hispanic,Reverberation,0.9682384729385376,1.0
ANG,XX.wav,Female,Caucasian,Not Hispanic,Time-Scale Modification,0.41812244057655334,1.0
ANG,XX.wav,Female,Caucasian,Not Hispanic,Pitch Shifting,0.0,1.0
ANG,XX.wav,Female,Caucasian,Not Hispanic,Dynamic Range Compression,1.0,1.0
ANG,XX.wav,Female,Caucasian,Not Hispanic,Clipping,1.0,1.0
DIS,XX.wav,Female,Caucasian,Not Hispanic,Lossy Compression,0.9590922594070435,1.0
DIS,XX.wav,Female,Caucasian,Not Hispanic,Lossless Compression,0.965465247631073,1.0
DIS,XX.wav,Female,Caucasian,Not Hispanic,White Noise Addition,0.10371183604001999,1.0
DIS,XX.wav,Female,Caucasian,Not Hispanic,Gaussian Noise Addition,1.0,1.0
DIS,XX.wav,Female,Caucasian,Not Hispanic,Low-pass Filter,0.0982431173324585,1.0
DIS,XX.wav,Female,Caucasian,Not Hispanic,High-pass Filter,0.0,1.0
DIS,XX.wav,Female,Caucasian,Not Hispanic,Band-pass Filter,1.0,1.0
DIS,XX.wav,Female,Caucasian,Not Hispanic,Downsampling,0.0,1.0
DIS,XX.wav,Female,Caucasian,Not Hispanic,Upsampling,0.0,1.0
DIS,XX.wav,Female,Caucasian,Not Hispanic,Equalization,0.9334710836410522,1.0
DIS,XX.wav,Female,Caucasian,Not Hispanic,Reverberation,0.9510399103164673,1.0
DIS,XX.wav,Female,Caucasian,Not Hispanic,Time-Scale Modification,0.35257071256637573,1.0
DIS,XX.wav,Female,Caucasian,Not Hispanic,Pitch Shifting,0.0,1.0
DIS,XX.wav,Female,Caucasian,Not Hispanic,Dynamic Range Compression,1.0,1.0
DIS,XX.wav,Female,Caucasian,Not Hispanic,Clipping,1.0,1.0
FEA,XX.wav,Female,Caucasian,Not Hispanic,Lossy Compression,0.981495201587677,1.0
FEA,XX.wav,Female,Caucasian,Not Hispanic,Lossless Compression,0.97361159324646,1.0
FEA,XX.wav,Female,Caucasian,Not Hispanic,White Noise Addition,0.030381621792912483,1.0
FEA,XX.wav,Female,Caucasian,Not Hispanic,Gaussian Noise Addition,1.0,1.0
FEA,XX.wav,Female,Caucasian,Not Hispanic,Low-pass Filter,0.21824955940246582,1.0
FEA,XX.wav,Female,Caucasian,Not Hispanic,High-pass Filter,0.0034580708015710115,1.0
FEA,XX.wav,Female,Caucasian,Not Hispanic,Band-pass Filter,1.0,1.0
FEA,XX.wav,Female,Caucasian,Not Hispanic,Downsampling,0.0,1.0
FEA,XX.wav,Female,Caucasian,Not Hispanic,Upsampling,0.0,1.0
FEA,XX.wav,Female,Caucasian,Not Hispanic,Equalization,0.9994030594825745,1.0
FEA,XX.wav,Female,Caucasian,Not Hispanic,Reverberation,1.0,1.0
FEA,XX.wav,Female,Caucasian,Not Hispanic,Time-Scale Modification,0.19041001796722412,1.0
FEA,XX.wav,Female,Caucasian,Not Hispanic,Pitch Shifting,0.0,1.0
FEA,XX.wav,Female,Caucasian,Not Hispanic,Dynamic Range Compression,1.0,1.0
FEA,XX.wav,Female,Caucasian,Not Hispanic,Clipping,1.0,1.0
HAP,XX.wav,Female,Caucasian,Not Hispanic,Lossy Compression,0.967094898223877,1.0
HAP,XX.wav,Female,Caucasian,Not Hispanic,Lossless Compression,0.9831874966621399,1.0
HAP,XX.wav,Female,Caucasian,Not Hispanic,White Noise Addition,0.14082737267017365,1.0
HAP,XX.wav,Female,Caucasian,Not Hispanic,Gaussian Noise Addition,1.0,1.0
HAP,XX.wav,Female,Caucasian,Not Hispanic,Low-pass Filter,0.23420974612236023,1.0
HAP,XX.wav,Female,Caucasian,Not Hispanic,High-pass Filter,0.0,1.0
HAP,XX.wav,Female,Caucasian,Not Hispanic,Band-pass Filter,1.0,1.0
HAP,XX.wav,Female,Caucasian,Not Hispanic,Downsampling,0.0,1.0
HAP,XX.wav,Female,Caucasian,Not Hispanic,Upsampling,0.0,1.0
HAP,XX.wav,Female,Caucasian,Not Hispanic,Equalization,1.0,1.0
HAP,XX.wav,Female,Caucasian,Not Hispanic,Reverberation,1.0,1.0
HAP,XX.wav,Female,Caucasian,Not Hispanic,Time-Scale Modification,0.32677745819091797,1.0
HAP,XX.wav,Female,Caucasian,Not Hispanic,Pitch Shifting,0.0,1.0
HAP,XX.wav,Female,Caucasian,Not Hispanic,Dynamic Range Compression,1.0,1.0
HAP,XX.wav,Female,Caucasian,Not Hispanic,Clipping,1.0,1.0
NEU,XX.wav,Female,Caucasian,Not Hispanic,Lossy Compression,0.954521656036377,1.0
NEU,XX.wav,Female,Caucasian,Not Hispanic,Lossless Compression,0.9554481506347656,1.0
NEU,XX.wav,Female,Caucasian,Not Hispanic,White Noise Addition,0.19411884248256683,1.0
NEU,XX.wav,Female,Caucasian,Not Hispanic,Gaussian Noise Addition,1.0,1.0
NEU,XX.wav,Female,Caucasian,Not Hispanic,Low-pass Filter,0.6935951709747314,1.0
NEU,XX.wav,Female,Caucasian,Not Hispanic,High-pass Filter,0.0,1.0
NEU,XX.wav,Female,Caucasian,Not Hispanic,Band-pass Filter,1.0,1.0
NEU,XX.wav,Female,Caucasian,Not Hispanic,Downsampling,0.0,1.0
NEU,XX.wav,Female,Caucasian,Not Hispanic,Upsampling,0.0,1.0
NEU,XX.wav,Female,Caucasian,Not Hispanic,Equalization,0.9292447566986084,1.0
NEU,XX.wav,Female,Caucasian,Not Hispanic,Reverberation,1.0,1.0
NEU,XX.wav,Female,Caucasian,Not Hispanic,Time-Scale Modification,0.18492446839809418,1.0
NEU,XX.wav,Female,Caucasian,Not Hispanic,Pitch Shifting,0.0,1.0
NEU,XX.wav,Female,Caucasian,Not Hispanic,Dynamic Range Compression,0.9893051385879517,1.0
NEU,XX.wav,Female,Caucasian,Not Hispanic,Clipping,1.0,1.0
SAD,XX.wav,Female,Caucasian,Not Hispanic,Lossy Compression,0.9766411781311035,1.0
SAD,XX.wav,Female,Caucasian,Not Hispanic,Lossless Compression,0.9809383749961853,1.0
SAD,XX.wav,Female,Caucasian,Not Hispanic,White Noise Addition,0.02331474982202053,1.0
SAD,XX.wav,Female,Caucasian,Not Hispanic,Gaussian Noise Addition,1.0,1.0
SAD,XX.wav,Female,Caucasian,Not Hispanic,Low-pass Filter,0.20000441372394562,1.0
SAD,XX.wav,Female,Caucasian,Not Hispanic,High-pass Filter,0.0036140065640211105,1.0
SAD,XX.wav,Female,Caucasian,Not Hispanic,Band-pass Filter,1.0,1.0
SAD,XX.wav,Female,Caucasian,Not Hispanic,Downsampling,0.0,1.0
SAD,XX.wav,Female,Caucasian,Not Hispanic,Upsampling,0.0,1.0
SAD,XX.wav,Female,Caucasian,Not Hispanic,Equalization,0.9813349843025208,1.0
SAD,XX.wav,Female,Caucasian,Not Hispanic,Reverberation,1.0,1.0
SAD,XX.wav,Female,Caucasian,Not Hispanic,Time-Scale Modification,0.2030542492866516,1.0
SAD,XX.wav,Female,Caucasian,Not Hispanic,Pitch Shifting,0.0,1.0
SAD,XX.wav,Female,Caucasian,Not Hispanic,Dynamic Range Compression,1.0,1.0
SAD,XX.wav,Female,Caucasian,Not Hispanic,Clipping,1.0,1.0
ANG,HI.wav,Female,Caucasian,Not Hispanic,Lossy Compression,0.9803789854049683,1.0
ANG,HI.wav,Female,Caucasian,Not Hispanic,Lossless Compression,0.983672559261322,1.0
ANG,HI.wav,Female,Caucasian,Not Hispanic,White Noise Addition,0.507055401802063,1.0
ANG,HI.wav,Female,Caucasian,Not Hispanic,Gaussian Noise Addition,0.8816651701927185,1.0
ANG,HI.wav,Female,Caucasian,Not Hispanic,Low-pass Filter,0.6216127276420593,1.0
ANG,HI.wav,Female,Caucasian,Not Hispanic,High-pass Filter,0.0,1.0
ANG,HI.wav,Female,Caucasian,Not Hispanic,Band-pass Filter,1.0,1.0
ANG,HI.wav,Female,Caucasian,Not Hispanic,Downsampling,0.0,1.0
ANG,HI.wav,Female,Caucasian,Not Hispanic,Upsampling,0.0,1.0
ANG,HI.wav,Female,Caucasian,Not Hispanic,Equalization,0.9531717896461487,1.0
ANG,HI.wav,Female,Caucasian,Not Hispanic,Reverberation,0.9796765446662903,1.0
ANG,HI.wav,Female,Caucasian,Not Hispanic,Time-Scale Modification,0.2345641404390335,1.0
ANG,HI.wav,Female,Caucasian,Not Hispanic,Pitch Shifting,0.0,1.0
ANG,HI.wav,Female,Caucasian,Not Hispanic,Dynamic Range Compression,1.0,1.0
ANG,HI.wav,Female,Caucasian,Not Hispanic,Clipping,1.0,1.0
ANG,LO.wav,Female,Caucasian,Not Hispanic,Lossy Compression,0.9604064226150513,1.0
ANG,LO.wav,Female,Caucasian,Not Hispanic,Lossless Compression,0.9638717770576477,1.0
ANG,LO.wav,Female,Caucasian,Not Hispanic,White Noise Addition,0.3571378290653229,1.0
ANG,LO.wav,Female,Caucasian,Not Hispanic,Gaussian Noise Addition,1.0,1.0
ANG,LO.wav,Female,Caucasian,Not Hispanic,Low-pass Filter,0.8749209642410278,1.0
ANG,LO.wav,Female,Caucasian,Not Hispanic,High-pass Filter,0.0,1.0
ANG,LO.wav,Female,Caucasian,Not Hispanic,Band-pass Filter,1.0,1.0
ANG,LO.wav,Female,Caucasian,Not Hispanic,Downsampling,0.0,1.0
ANG,LO.wav,Female,Caucasian,Not Hispanic,Upsampling,0.0,1.0
ANG,LO.wav,Female,Caucasian,Not Hispanic,Equalization,0.940972626209259,1.0
ANG,LO.wav,Female,Caucasian,Not Hispanic,Reverberation,0.9925073981285095,1.0
ANG,LO.wav,Female,Caucasian,Not Hispanic,Time-Scale Modification,0.2244231402873993,1.0
ANG,LO.wav,Female,Caucasian,Not Hispanic,Pitch Shifting,0.0,1.0
ANG,LO.wav,Female,Caucasian,Not Hispanic,Dynamic Range Compression,1.0,1.0
ANG,LO.wav,Female,Caucasian,Not Hispanic,Clipping,1.0,1.0
